code,description,level,revit,
Pr_65_57_02_70,Safe change filter changing units,5,-2001140,
Pr_65_57_02_92,Ultra-low particle arrestor (ULPA) air filters,5,-2001140,
Pr_65_57_02_93,Ultraviolet light grease filters,5,-2001140,
Pr_65_57_02_96,Water wash grease air filters,5,-2001140,
Pr_65_57_02_97,Wet scrubber filters,5,-2001140,
Pr_65_57_33,Gas and air filters,4,-2001140,
Pr_65_57_33_02,Activated carbon compressed air filters,5,-2001140,
Pr_65_57_33_15,Coalescing compressed air filters,5,-2001140,
Pr_65_57_33_25,Dust compressed air filters,5,-2001140,
Pr_65_57_33_33,Gas filters,5,-2001140,
Pr_65_57_58,Oil filters and strainers,4,-2001140,
Pr_65_57_58_58,Oil filters,5,-2001140,
Pr_65_57_58_59,Oil strainers,5,-2001140,
Pr_65_57_85,Swimming pool water filters and strainers,4,-2001140,
Pr_65_57_85_06,Basket filters,5,-2001140,
Pr_65_57_85_07,Basket strainers,5,-2001140,
Pr_65_57_85_12,Cartridge pool water filters,5,-2001140,
Pr_65_57_85_22,Diatomaceous earth water filters,5,-2001140,
Pr_65_57_85_33,Glass media water filters,5,-2001140,
Pr_65_57_85_65,Pressure water filters,5,-2001140,
Pr_65_57_85_70,Regenerative water filters,5,-2001140,
Pr_65_57_85_75,Sand water filters,5,-2001140,
Pr_65_57_95,Water feature filters and strainers,4,-2001140,
Pr_65_57_95_07,Biological filters,5,-2001140,
Pr_65_57_95_11,Cartridge water filters,5,-2001140,
Pr_65_57_95_13,Centrifugal particle separators,5,-2001140,
Pr_65_57_95_22,Disc filters,5,-2001140,
Pr_65_57_95_42,In-line water filters,5,-2001140,
Pr_65_57_95_51,Media water filters,5,-2001140,
Pr_65_57_95_76,Screen filters,5,-2001140,
Pr_65_57_95_96,Water strainers,5,-2001140,
Pr_65_57_96,Water filters and strainers,4,-2001140,
Pr_65_57_96_02,Activated carbon water filters,5,-2001140,
Pr_65_57_96_03,Active biological water filters,5,-2001140,
Pr_65_57_96_04,Angle water strainers,5,-2001140,
Pr_65_57_96_08,Basket water strainers,5,-2001140,
Pr_65_57_96_09,Bottle brush water filters,5,-2001140,
Pr_65_57_96_11,Canister water filters,5,-2001140,
Pr_65_57_96_13,Chlorine dioxide biological water filters,5,-2001140,
Pr_65_57_96_16,Conical water filters,5,-2001140,
Pr_65_57_96_29,Fast bed rapid sand water filters,5,-2001140,
Pr_65_57_96_30,Floating tank water filters,5,-2001140,
Pr_65_57_96_34,Granular activated carbon water filters,5,-2001140,
Pr_65_57_96_35,Gravel water filters,5,-2001140,
Pr_65_57_96_52,Membrane water filters,5,-2001140,
Pr_65_57_96_53,Mesh water filters,5,-2001140,
Pr_65_57_96_62,Pilot water filters,5,-2001140,
Pr_65_57_96_70,Rapid gravity water filters,5,-2001140,
Pr_65_57_96_72,Reed bed water filters,5,-2001140,
Pr_65_57_96_77,Side stream water filters,5,-2001140,
Pr_65_57_96_79,Slow bed sand water filters,5,-2001140,
Pr_65_57_96_86,Subsurface vortex water filters,5,-2001140,
Pr_65_57_96_99,Y-type water strainers,5,-2008055,
Pr_65_65,Ductwork products,3,-2008016,
Pr_65_65_23,Ductwork accessories,4,-2008016,
Pr_65_65_23_20,Duct access panels,5,-2008013,
Pr_65_65_23_25,Ductwork access doorsets,5,-2008013,
Pr_65_65_23_69,Quench pipe bellows,5,-2008013,
Pr_65_65_24,Duct dampers,4,-2008016,
Pr_65_65_24_16,Constant volume boxes,5,-2008016,
Pr_65_65_24_29,Fire and smoke dampers,5,-2008016,
Pr_65_65_24_30,Fire dampers,5,-2008016,
Pr_65_65_24_42,Intumescent fire and smoke dampers,5,-2008016,
Pr_65_65_24_56,Non-return dampers,5,-2008016,
Pr_65_65_24_66,Pressure control flaps,5,-2008016,
Pr_65_65_24_68,Pressure relief dampers,5,-2008016,
Pr_65_65_24_78,Shut-off dampers,5,-2008016,
Pr_65_65_24_80,Smoke dampers,5,-2008016,
Pr_65_65_24_93,Variable air volume boxes,5,-2001140,
Pr_65_65_24_95,Volume control dampers,5,-2008016,
Pr_65_65_25,Ductwork and fittings,4,-2008000,
Pr_65_65_25_13,Circular plastics ductwork and fittings,5,-2008000,
Pr_65_65_25_14,Circular sheet metal ductwork and fittings,5,-2008000,
Pr_65_65_25_23,Domestic rigid ductwork and fittings,5,-2008000,
Pr_65_65_25_28,Fabric ductwork and fittings,5,-2008000,
Pr_65_65_25_30,Fire-resisting ductwork and fittings,5,-2008000,
Pr_65_65_25_31,Flat oval sheet metal ductwork and fittings,5,-2008000,
Pr_65_65_25_32,Flexible ductwork,5,-2008000,
Pr_65_65_25_34,Glass fibre ductwork and fittings,5,-2008000,
Pr_65_65_25_64,Pre-insulated ductwork and fittings,5,-2008000,
Pr_65_65_25_69,Quench pipe and fittings,5,-2008000,
Pr_65_65_25_71,Rectangular plastics ductwork and fittings,5,-2008000,
Pr_65_65_25_72,Rectangular sheet metal ductwork and fittings,5,-2008000,
Pr_65_65_25_77,Smoke extract ductwork,5,-2008000,
Pr_65_67,Air and fume distribution products,3,-2001140,
Pr_65_67_16,Compressed air products,4,-2001140,
Pr_65_67_16_02,Air compressors,5,-2001140,
Pr_65_67_16_03,Air-cooled aftercoolers,5,-2001140,
Pr_65_67_16_04,Air preparation units,5,-2001140,
Pr_65_67_16_05,Air receivers,5,-2001140,
Pr_65_67_16_08,Blow protectors,5,-2001140,
Pr_65_67_16_22,Desiccant air dryers,5,-2001140,
Pr_65_67_16_50,Medical gas compressors,5,-2001140,
Pr_65_67_16_71,Refrigerant air dryers,5,-2001140,
Pr_65_67_16_96,Water-cooled aftercoolers,5,-2001140,
Pr_65_67_29,Fans,4,-2001140,
Pr_65_67_29_05,Axial flow fans,5,-2001140,
Pr_65_67_29_09,Bifurcated fans,5,-2001140,
Pr_65_67_29_12,Centrifugal fans,5,-2001140,
Pr_65_67_29_23,Domestic fan units,5,-2001140,
Pr_65_67_29_24,Domestic multipoint fan units,5,-2001140,
Pr_65_67_29_44,Jet fans,5,-2001140,
Pr_65_67_29_52,Mixed flow fans,5,-2001140,
Pr_65_67_29_62,Plug fans,5,-2001140,
Pr_65_67_29_64,Powered smoke and heat exhaust ventilators,5,-2001140,
Pr_65_67_29_67,Propeller fans,5,-2001140,
Pr_65_67_29_72,Roof-mounted fans,5,-2001140,
Pr_65_67_29_80,Smoke extract fans,5,-2001140,
Pr_65_67_29_88,Twin axial fans,5,-2001140,
Pr_65_67_29_89,Twin centrifugal fans,5,-2001140,
Pr_65_67_29_96,Whole dwelling fan units,5,-2001140,
Pr_65_67_39,Humidifiers and dehumidifiers,4,-2001140,
Pr_65_67_39_15,Compressed air and water humidifiers,5,-2001140,
Pr_65_67_39_22,Desiccant dehumidifiers,5,-2001140,
Pr_65_67_39_28,Evaporative humidifiers,5,-2001140,
Pr_65_67_39_37,Heat pump dehumidifiers,5,-2001140,
Pr_65_67_39_72,Resistance heater humidifiers,5,-2001140,
Pr_65_67_39_84,Steam humidifiers,5,-2001140,
Pr_65_67_39_92,Ultrasonic humidifiers,5,-2001140,
Pr_65_67_39_96,Water atomizing humidifiers,5,-2001140,
Pr_65_67_46,Laboratory gas products,4,-2001140,
Pr_65_67_46_56,Nitrogen receivers,5,-2001140,
Pr_65_67_78_02,Acoustic duct linings,5,-2008000,
Pr_65_70_11_09,Buried conduit,5,-2008132,
Pr_65_70_11_17,Cable trays,5,-2008130,
Pr_65_70_11_20,Conduit fittings,5,-2008128,
Pr_65_70_11_25,Duct banks,5,-2001040,
Pr_65_70_11_30,Flexible conduit,5,-2008132,
Pr_65_70_11_63,Pliable conduit,5,-2008132,
Pr_65_70_11_71,Rigid conduit,5,-2008132,
Pr_65_70_11_75,Service outlet boxes,5,-2001060,
Pr_65_72_27,Electrical protective devices,4,-2001040,
Pr_65_72_27_02,Air circuit breakers,5,-2001040,
Pr_65_72_27_11,Cartridge fuses,5,-2001040,
Pr_65_72_27_23,Direct current (d.c.) surge protection devices,5,-2001040,
Pr_65_72_27_26,Earth continuity monitors,5,-2001040,
Pr_65_72_27_32,Fuse links,5,-2001040,
Pr_65_72_27_34,Fuse lock-off devices,5,-2001040,
Pr_65_72_27_44,J-type feeder pillar fuses,5,-2001040,
Pr_65_72_27_47,Low-voltage fuse links,5,-2001040,
Pr_65_72_27_48,Low-voltage power supply surge protection devices,5,-2001040,
Pr_65_72_27_50,Mains power supply transient overvoltage suppression devices,5,-2001040,
Pr_65_72_27_52,Miniature circuit breakers,5,-2001040,
Pr_65_72_27_53,Moulded case circuit breakers,5,-2001040,
Pr_65_72_27_72,Residual current circuit breakers,5,-2001040,
Pr_65_72_27_73,Residual current circuit breakers with integral overcurrent protection,5,-2001040,
Pr_65_72_27_74,Residual current monitors,5,-2001040,
Pr_65_72_27_88,Transient overvoltage surge suppression devices,5,-2001040,
Pr_65_72_43,Power conditioning equipment,4,-2001040,
Pr_65_72_43_01,Active electrical filters,5,-2001040,
Pr_65_72_43_05,Automatic power factor correction equipment,5,-2001040,
Pr_65_72_43_07,Blocking diodes,5,-2001040,
Pr_65_72_43_39,Hybrid electrical filters,5,-2001040,
Pr_65_72_43_42,Inverters,5,-2001040,
Pr_65_72_43_60,Passive electrical filters,5,-2001040,
Pr_65_72_43_64,Power conditioning units,5,-2001040,
Pr_65_72_43_71,Rectifiers,5,-2001040,
Pr_65_72_43_95,Voltage optimizers,5,-2001040,
Pr_65_72_43_96,Voltage transformers,5,-2001040,
Pr_65_72_97_03,Architrave switches,5,-2008087,
Pr_65_72_97_06,Bayonet lamp holders,5,-2008087,
Pr_65_72_97_11,Cable couplers,5,-2008081,
Pr_65_72_97_12,Cable outlet plates,5,-2008081,
Pr_65_72_97_16,Ceiling light switches,5,-2008087,
Pr_65_72_97_17,Ceiling power switches,5,-2001060,
Pr_65_72_97_18,Ceiling roses,5,-2001060,
Pr_65_72_97_20,Cooker control units,5,-2001060,
Pr_65_72_97_21,Cooker connection units,5,-2001060,
Pr_65_72_97_22,Dimmer switches and controls,5,-2008087,
Pr_65_72_97_26,Edison screw lamp holders,5,-2008087,
Pr_65_72_97_27,Electrical connection boxes,5,-2001060,
Pr_65_72_97_28,End brackets,5,-2001060,
Pr_65_72_97_29,Electric vehicle charging points,5,-2001060,
Pr_65_72_97_30,Fan isolators,5,-2001060,
Pr_65_72_97_31,Fused connection units,5,-2001060,
Pr_65_72_97_34,Grid switches,5,-2008087,
Pr_65_72_97_40,Industrial plugs,5,-2001060,
Pr_65_72_97_41,Industrial socket outlets,5,-2001060,
Pr_65_72_97_47,Luminaire supporting couplers,5,-2001120,
Pr_65_72_97_52,Multi-gang power outlets,5,-2001060,
Pr_65_72_97_63,Plate switches,5,-2008087,
Pr_65_72_97_66,Prefabricated wiring switches,5,-2001060,
Pr_65_72_97_72,Round pin socket outlets,5,-2001060,
Pr_65_72_97_75,Safety pendant lamp holders,5,-2008087,
Pr_65_72_97_76,Safety pendant sets,5,-2001060,
Pr_65_72_97_78,Shaver supply units,5,-2001060,
Pr_65_72_97_79,Single voltage shaver outlets,5,-2001060,
Pr_65_72_97_81,Socket outlet residual current devices (SRCD),5,-2001060,
Pr_65_72_97_82,Specialist socket outlets,5,-2001060,
Pr_65_72_97_83,Surface and concealed wiring enclosures,5,-2001060,
Pr_65_72_97_84,Standard socket outlets,5,-2001060,
Pr_65_72_97_85,Stud terminal covers,5,-2001350,
Pr_65_72_97_86,Stud terminals,5,-2001350,
Pr_65_80,Transport distribution products,3,-2001350,
Pr_65_80_06,Baggage handling conveyors,4,-2001350,
Pr_65_80_15,Cranes and lifting products,4,-2001350,
Pr_65_80_15_22,Detachable hooks,5,-2001350,
Pr_65_80_15_47,Lifting rings,5,-2001350,
Pr_65_80_15_48,Lifting trunnions,5,-2001350,
Pr_65_80_15_59,Overhead travelling cranes,5,-2001350,
Pr_65_80_15_71,Roof trolleys,5,-2001350,
Pr_65_80_15_73,Runway tracks,5,-2001350,
Pr_65_80_15_74,Runway trolleys,5,-2001350,
Pr_65_80_15_88,Tie-down slots,5,-2001350,
Pr_65_80_23,Dock levellers,4,-2001350,
Pr_65_80_23_06,Bascule dock bridges,5,-2001350,
Pr_65_80_23_38,Hydraulic hinged-lip dock levellers,5,-2001350,
Pr_65_80_23_39,Hydraulic telescopic-lip dock levellers,5,-2001350,
Pr_65_80_23_51,Mechanical dock levellers,5,-2001350,
Pr_65_80_28,Escalator and moving walk products,4,-2001350,
Pr_65_80_28_04,Escalator and moving walk auxiliary brakes,5,-2001350,
Pr_65_80_28_06,Escalator and moving walk balustrades,5,-2001350,
Pr_65_80_28_07,Escalator and moving walk balustrade newels,5,-2001350,
Pr_65_80_28_09,Escalator and moving walk belts,5,-2001350,
Pr_65_80_28_12,Escalator and moving walk cladding,5,-2001350,
Pr_65_80_28_14,Escalator combs,5,-2001350,
Pr_65_80_28_16,Escalator comb plates,5,-2001350,
Pr_65_80_28_21,Escalators,5,-2001350,
Pr_65_80_28_22,Escalator and moving walk decking,5,-2001350,
Pr_65_80_28_24,Escalator and moving walk drive units,5,-2001350,
Pr_65_80_28_36,Escalator and moving walk handrails,5,-2001350,
Pr_65_80_28_38,Escalator hand winding devices,5,-2001350,
Pr_65_80_28_41,Escalator and moving walk inspection covers,5,-2001350,
Pr_65_80_28_46,Escalator and moving walk landing floor plates,5,-2001350,
Pr_65_80_28_52,Moving walks ,5,-2001350,
Pr_65_80_28_58,Escalator and moving walk operational brakes,5,-2001350,
Pr_65_80_28_60,Escalator pallets,5,-2001350,
Pr_65_80_28_78,Escalator and moving walk skirtings,5,-2001350,
Pr_65_80_28_80,Escalator and moving walk skirt deflectors,5,-2001350,
Pr_65_80_28_84,Escalator step treads,5,-2001350,
Pr_65_80_28_89,Moving walk treadway belts,5,-2001350,
Pr_65_80_28_90,Moving walk treadway pallets,5,-2001350,
Pr_65_80_42,"Inclined transport cars, platforms and chairs",4,-2001350,
Pr_65_80_42_11,Cable cars,5,-2001350,
Pr_65_80_42_37,Homelifts,5,-2001350,
Pr_65_80_42_39,Inclined chairlifts,5,-2001350,
Pr_65_80_42_42,Inclined standing platforms,5,-2001350,
Pr_65_80_42_43,Inclined wheelchair platforms,5,-2001350,
Pr_65_80_42_77,Ski lift chairs,5,-2001350,
Pr_65_80_42_84,Stairlift trolleys,5,-2001350,
Pr_65_80_46,Laundry conveyors,4,-2001350,
Pr_65_80_46_15,Laundry and garment conveyors,5,-2001350,
Pr_65_80_46_42,Inclined loading laundry conveyors,5,-2001350,
Pr_65_80_46_77,Shuttle lifting laundry conveyors,5,-2001350,
Pr_65_80_47_04,Assisted transfer hoists,5,-2001350,
Pr_65_80_47_12,Ceiling track hoists,5,-2001350,
Pr_65_80_47_31,Fixed hoists,5,-2001350,
Pr_65_80_47_53,Moveable hoists,5,-2001350,
Pr_65_80_47_64,Poolside hoists,5,-2001350,
Pr_65_80_47_76,Service hoists,5,-2001350,
Pr_65_80_47_84,Step lifts,5,-2001350,
Pr_65_80_47_94,Vehicle hoists,5,-2001350,
Pr_65_80_47_95,Vertical lifting platforms,5,-2001350,
Pr_65_80_47_96,Vertical storage lifts,5,-2001350,
Pr_65_80_65,Pneumatic conveying products,4,-2001350,
Pr_65_80_65_63,Pneumatic document conveying blowers,5,-2001350,
Pr_65_80_65_64,Pneumatic document conveying carriers,5,-2001350,
Pr_65_80_65_65,Pneumatic document conveying diverters,5,-2001350,
Pr_65_80_65_66,Pneumatic document conveying pipes and fittings,5,-2001350,
Pr_65_80_65_67,Pneumatic document conveying stations,5,-2001350,
Pr_65_80_65_70,Pneumatic waste screw conveyors,5,-2001350,
Pr_65_80_89,Transport cables,4,-2001350,
Pr_65_80_89_11,Cable car cables,5,-2001350,
Pr_65_80_89_46,Lift cables,5,-2001350,
Pr_65_80_89_85,Ski lift cables,5,-2001350,
Pr_65_80_96,Wastewater conveyor products,4,-2001350,
Pr_65_80_96_07,Belt conveyors,5,-2001350,
Pr_65_80_96_24,Drag or chain link conveyors,5,-2001350,
Pr_65_80_96_76,Screw conveyors,5,-2001350,
Pr_65_80_96_79,Shafted screw conveyors,5,-2001350,
Pr_65_80_96_80,Shaftless spiral conveyors,5,-2001350,
Pr_70,Services and process outlet products,2,-2001350,
Pr_70_50,Solid waste disposal products,3,-2001350,
Pr_70_50_71,Refuse disposal equipment,4,-2001350,
Pr_70_50_71_18,Crushers,5,-2001350,
Pr_70_50_71_42,Incinerators,5,-2001350,
Pr_70_50_71_60,Packagers,5,-2001350,
Pr_70_50_80,Solid waste balers,4,-2001350,
Pr_70_50_80_37,Horizontal balers,5,-2001350,
Pr_70_50_80_94,Vertical balers,5,-2001350,
Pr_70_50_85,Solid waste compactor products,4,-2001350,
Pr_70_50_85_24,Dry waste compactors,5,-2001350,
Pr_70_50_85_37,High-density compaction extruders,5,-2001350,
Pr_70_50_85_65,Portable waste compactors,5,-2001350,
Pr_70_50_85_66,Portable waste compactor and bin lifts,5,-2001350,
Pr_70_50_85_78,Skip-portable waste compactors,5,-2001350,
Pr_70_50_85_96,Wet waste compactors,5,-2001350,
Pr_70_55,Liquid and gas outlet products,3,-2001350,
Pr_70_55_33,Gas and foam nozzles and sprinklers,4,-2001350,
Pr_70_55_33_11,Carbon dioxide fire extinguishing nozzles,5,-2001350,
Pr_70_55_33_28,Foam firefighting monitors,5,-2001350,
Pr_70_55_33_30,Foam sprinklers,5,-2001350,
Pr_70_55_33_36,Halocarbons and inert gas fire extinguishing nozzles,5,-2001350,
Pr_70_55_42,Irrigation water outlets,4,-2001350,
Pr_70_55_42_09,Bubblers,5,-2001350,
Pr_70_55_42_11,Capillary matting,5,-2001350,
Pr_70_55_42_22,Drippers,5,-2001350,
Pr_70_55_42_46,Lateral pipelines,5,-2001350,
Pr_70_55_42_47,Layered irrigation matting,5,-2001350,
Pr_70_55_42_52,Micro-distribution pipelines,5,-2001350,
Pr_70_55_42_53,Micro-perforated polyethylene sheet,5,-2001350,
Pr_70_55_42_54,Misters,5,-2001350,
Pr_70_55_42_58,Oscillating sprinklers,5,-2001350,
Pr_70_55_42_64,Porous pipelines,5,-2001350,
Pr_70_55_42_70,Rain guns,5,-2001350,
Pr_70_55_42_73,Rotary impact sprinklers,5,-2001350,
Pr_70_55_42_80,Spray jets,5,-2001350,
Pr_70_55_42_90,Tree irrigation rings,5,-2001350,
Pr_70_55_51,Medical gases outlets,4,-2001140,
Pr_70_55_51_30,Flexible pendants,5,-2001140,
Pr_70_55_51_37,Headwall bedhead units,5,-2001140,
Pr_70_55_51_52,Terminal units,5,-2001140,
Pr_70_55_51_53,Medical trunking bedhead units,5,-2001140,
Pr_70_55_51_55,Multi-movement pendants,5,-2001140,
Pr_70_55_51_73,Retractable pendants,5,-2001140,
Pr_70_55_51_74,Rigid pendants,5,-2001140,
Pr_70_55_58,Oil and grease lubricant supply products,4,-2001350,
Pr_70_55_97_84,Sprinkler heads,5,-2008099,
Pr_70_60_14_14,Climatic ceiling panels,5,-2000038,
Pr_70_60_36_02,Air curtains,5,-2001140,
Pr_70_60_36_06,Cabinet direct heaters,5,-2001140,
Pr_70_60_36_08,Cabinet indirect heaters,5,-2001140,
Pr_70_60_36_15,Constant wattage trace heating cables,5,-2001140,
Pr_70_60_36_22,Decorative fuel effect gas fires,5,-2001140,
Pr_70_60_36_26,Electric heated towel rails,5,-2001140,
Pr_70_60_36_27,Electric cable underfloor heating elements,5,-2001140,
Pr_70_60_36_28,Electric sheet underfloor heating elements,5,-2001140,
Pr_70_60_36_29,Equipment heaters,5,-2001140,
Pr_70_60_36_30,Fan convectors,5,-2001140,
Pr_70_60_36_33,Gas-fired unit heaters,5,-2001140,
Pr_70_60_36_35,Gas fires,5,-2001140,
Pr_70_60_36_37,Heat pump driven air curtains,5,-2001140,
Pr_70_60_36_42,Inset live fuel effect gas fires,5,-2001140,
Pr_70_60_36_48,Low temperature hot water (LTHW) heated towel rails,5,-2001140,
Pr_70_60_36_49,Low temperature hot water (LTHW) underfloor heating,5,-2001140,
Pr_70_60_36_52,Mirror heaters,5,-2001140,
Pr_70_60_36_56,Natural convectors,5,-2001140,
Pr_70_60_36_60,Points heater cables,5,-2001140,
Pr_70_60_36_62,Points heating kits,5,-2001140,
Pr_70_60_36_64,Power-limiting trace heating cables,5,-2001140,
Pr_70_60_36_70,Radiant luminous heaters,5,-2001140,
Pr_70_60_36_71,Radiant panels,5,-2001140,
Pr_70_60_36_72,Radiant tube heaters,5,-2001140,
Pr_70_60_36_73,Radiators,5,-2001140,
Pr_70_60_36_74,Room heaters,5,-2001140,
Pr_70_60_36_76,Self-regulating trace heating cables,5,-2001140,
Pr_70_60_36_77,Series resistance trace heating cables and tapes,5,-2001140,
Pr_70_60_36_80,Solid fuel room heaters,5,-2001140,
Pr_70_60_36_88,Thermal storage heaters,5,-2001140,
Pr_70_60_36_90,Trench convectors,5,-2001140,
Pr_70_60_36_93,Unit heaters,5,-2001140,
Pr_70_60_36_97,Wood-burning stoves,5,-2001140,
Pr_70_60_37,Heat pumps,4,-2001140,
Pr_70_60_37_02,Air-to-air heat pumps,5,-2001140,
Pr_70_60_37_04,Air-to-water heat pumps,5,-2001140,
Pr_70_60_37_08,Brine-to-water heat pumps,5,-2001140,
Pr_70_60_37_25,Dual-split gas-engine-driven heat pumps,5,-2001140,
Pr_70_60_37_33,Gas-engine-driven heat pumps,5,-2001140,
Pr_70_60_37_34,Gas-fired absorption heat pumps,5,-2001140,
Pr_70_60_37_36,Ground source heat pumps,5,-2001140,
Pr_70_60_37_47,Low-temperature air-to-water heat pumps,5,-2001140,
Pr_70_60_37_50,Medium or high-temperature air-to-water heat pumps,5,-2001140,
Pr_70_60_37_52,Multi-split air-to-air heat pumps,5,-2001140,
Pr_70_60_37_53,Multi-split gas-engine-driven heat pumps,5,-2001140,
Pr_70_60_37_54,Multi-split variable refrigerant flow (VRF) water-to-air heat pumps,5,-2001140,
Pr_70_60_37_78,Single-split air-to-air heat pumps,5,-2001140,
Pr_70_60_37_80,Single-split gas-engine-driven heat pumps,5,-2001140,
Pr_70_60_37_82,Single-split water-to-air heat pumps,5,-2001140,
Pr_70_60_37_94,Variable refrigerant flow (VRF) air-to-air heat pumps,5,-2001140,
Pr_70_60_37_95,Variable refrigerant flow (VRF) gas-engine-driven heat pumps,5,-2001140,
Pr_70_60_37_96,Water-to-air heat pumps,5,-2001140,
Pr_70_60_37_98,Water-to-water heat pumps,5,-2001140,
Pr_70_65_03,Air conditioning units,4,-2001140,
Pr_70_65_03_01,Adiabatic coolers,5,-2001140,
Pr_70_65_03_02,Air-cooled condensing units,5,-2001140,
Pr_70_65_03_25,Dry air coolers,5,-2001140,
Pr_70_65_03_27,Evaporative cooling units,5,-2001140,
Pr_70_65_03_29,Fan coil units,5,-2001140,
Pr_70_65_03_41,Indirect evaporative cooling units,5,-2001140,
Pr_70_65_03_42,Indoor refrigeration units,5,-2001140,
Pr_70_65_03_43,Induction units,5,-2001140,
Pr_70_65_03_47,Local air conditioning units,5,-2001140,
Pr_70_65_03_72,Room air conditioning units,5,-2001140,
Pr_70_65_03_84,Split coil remote air-cooled condensing units,5,-2001140,
Pr_70_65_03_86,Split coil room air conditioning units,5,-2001140,
Pr_70_65_03_94,Variable refrigerant flow units,5,-2001140,
Pr_70_65_04,Air terminals and diffusers,4,-2008013,
Pr_70_65_04_02,Air diffusers,5,-2008013,
Pr_70_65_04_03,Air grilles,5,-2008013,
Pr_70_65_04_04,Air plenum boxes,5,-2008013,
Pr_70_65_04_22,Displacement ventilation diffusers,5,-2008013,
Pr_70_65_04_24,Domestic air diffusers and grilles,5,-2008013,
Pr_70_65_04_25,Dual duct variable air volume (VAV) terminal units,5,-2008013,
Pr_70_65_04_28,External wall grilles,5,-2008013,
Pr_70_65_04_30,Floor linear air diffusers,5,-2008013,
Pr_70_65_04_32,Floor-mounted air plenum boxes,5,-2008013,
Pr_70_65_04_44,Jet diffusers,5,-2008013,
Pr_70_65_04_46,Laminar flow panels,5,-2008013,
Pr_70_65_04_48,Linear air diffusers,5,-2008013,
Pr_70_65_04_53,Modular cassette ventilated ceilings,5,-2008013,
Pr_70_65_04_56,Natural smoke and heat exhaust ventilators,5,-2008013,
Pr_70_65_04_73,Roof ridge air terminals,5,-2008013,
Pr_70_65_04_75,Roof slope air terminals,5,-2008013,
Pr_70_65_04_76,Roof stack air terminals,5,-2008013,
Pr_70_65_04_77,Roof ventilator cowls,5,-2008013,
Pr_70_65_04_84,Specialist air terminals,5,-2008013,
Pr_70_65_04_86,Swirl air diffusers,5,-2008013,
Pr_70_65_04_88,Terminal fan units,5,-2001140,
Pr_70_65_04_91,Variable air volume (VAV) fan-assisted and heated terminal units,5,-2001140,
Pr_70_65_04_92,Variable air volume (VAV) heated terminal units,5,-2001140,
Pr_70_65_04_93,Variable air volume (VAV) fan-assisted terminal units,5,-2001140,
Pr_70_65_04_94,Variable air volume (VAV) terminal units,5,-2001140,
Pr_70_65_04_95,Ventilated ceilings,5,-2008013,
Pr_70_65_30,Flues and chimneys,4,-2001350,
Pr_70_65_30_14,Clay chimney pots,5,-2001350,
Pr_70_65_30_15,Clay flue liner terminals,5,-2001350,
Pr_70_65_30_16,Concrete chimney pots,5,-2001350,
Pr_70_65_30_30,Flue liners,5,-2001350,
Pr_70_65_30_32,Fume extract discharge stacks,5,-2001350,
Pr_70_65_30_51,Metal flues and chimneys,5,-2001350,
Pr_70_65_30_84,Stainless steel chimney pots,5,-2001350,
Pr_70_70_46,Lamps,4,-2001120,
Pr_70_70_46_15,Compact fluorescent lamps,5,-2001120,
Pr_70_70_46_24,Double capped tubular LED lamps,5,-2001120,
Pr_70_70_46_30,Fluorescent lamps,5,-2001120,
Pr_70_70_46_36,High-pressure mercury vapour lamps,5,-2001120,
Pr_70_70_46_37,High-pressure sodium vapour lamps,5,-2001120,
Pr_70_70_46_41,Induction lamps,5,-2001120,
Pr_70_70_46_42,Infrared lamps,5,-2001120,
Pr_70_70_46_44,Light-emitting diode (LED) lamps,5,-2001120,
Pr_70_70_46_45,Low-pressure sodium vapour lamps,5,-2001120,
Pr_70_70_46_52,Metal halide lamps,5,-2001120,
Pr_70_70_46_77,Self-ballasted compact fluorescent lamps,5,-2001120,
Pr_70_70_46_78,Self-ballasted LED lamps,5,-2001120,
Pr_70_70_46_80,Special lamps,5,-2001120,
Pr_70_70_46_89,Tungsten filament lamps,5,-2001120,
Pr_70_70_46_90,Tungsten halogen lamps,5,-2001120,
Pr_70_70_47,Lighting controls and lighting distribution products,4,-2008087,
Pr_70_70_47_02,Automatic emergency lighting test panels,5,-2008087,
Pr_70_70_47_12,Centralized lighting controllers,5,-2008087,
Pr_70_70_47_16,Combined daylight and occupancy detectors,5,-2008087,
Pr_70_70_47_21,Daylight sensors,5,-2008087,
Pr_70_70_47_27,Extra-low-voltage lighting transformers,5,-2008087,
Pr_70_70_47_28,Extra-low-voltage occupancy detectors,5,-2008087,
Pr_70_70_47_47,Luminaire changeover relays,5,-2008087,
Pr_70_70_47_48,Luminaire hold-off relays,5,-2008087,
Pr_70_70_47_49,Luminaire inverter modules,5,-2008087,
Pr_70_70_47_50,Luminaire sub-circuit relays,5,-2008087,
Pr_70_70_47_51,Mains voltage occupancy detectors,5,-2008087,
Pr_70_70_47_62,Photoelectric control units,5,-2008087,
Pr_70_70_47_71,Remote infrared lighting commissioning controllers,5,-2008087,
Pr_70_70_47_72,Remote infrared lighting user controllers,5,-2008087,
Pr_70_70_48,"Luminaires, lighting track and lighting accessories",4,-2001120,
Pr_70_70_48_01,Air-handling luminaires,5,-2001120,
Pr_70_70_48_02,Area floodlights,5,-2001120,
Pr_70_70_48_13,Chandeliers,5,-2001120,
Pr_70_70_48_15,Combined downlight and uplights,5,-2001120,
Pr_70_70_48_16,Combined emergency luminaires,5,-2001120,
